date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:51	29277/29277	---M-Z	200	added ('OK')	text/css	date:Tue,%2011%20Jan%202022%2016:24:09%20GMT	https://inposdom.gob.do/wp-content/plugins/feeds-for-youtube/css/sb-youtube.min.css?ver=1.4.4	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/feeds-for-youtube/css/sb-youtube.minc2d0.css	(from https://inposdom.gob.do/)
15:57:51	94795/94795	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Nov%202021%2013:38:14%20GMT	https://inposdom.gob.do/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.7.2	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikitf3df.css	(from https://inposdom.gob.do/)
15:57:51	30028/30028	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Nov%202021%2013:38:14%20GMT	https://inposdom.gob.do/wp-content/plugins/bdthemes-element-pack/assets/css/element-pack-site.css?ver=5.12.0	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/bdthemes-element-pack/assets/css/element-pack-siteb683.css	(from https://inposdom.gob.do/)
15:57:52	110035/110035	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2017:29:55%20GMT	https://inposdom.gob.do/wp-includes/css/dist/block-library/style.min.css?ver=6.4.2	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-includes/css/dist/block-library/style.min1e39.css	(from https://inposdom.gob.do/)
15:57:52	59305/59305	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Feb%202022%2013:19:25%20GMT	https://inposdom.gob.do/wp-content/plugins/asgaros-forum/libs/fontawesome/css/all.min.css?ver=2.0.0	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/asgaros-forum/libs/fontawesome/css/all.min001e.css	(from https://inposdom.gob.do/)
15:57:52	26702/26702	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Feb%202022%2013:19:25%20GMT	https://inposdom.gob.do/wp-content/plugins/asgaros-forum/libs/fontawesome/css/v4-shims.min.css?ver=2.0.0	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/asgaros-forum/libs/fontawesome/css/v4-shims.min001e.css	(from https://inposdom.gob.do/)
15:57:52	1778/1778	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Feb%202022%2013:19:25%20GMT	https://inposdom.gob.do/wp-content/plugins/asgaros-forum/skin/widgets.css?ver=2.0.0	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/asgaros-forum/skin/widgets001e.css	(from https://inposdom.gob.do/)
15:57:53	21/21	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Feb%202022%2015:08:42%20GMT	https://inposdom.gob.do/wp-content/plugins/gmap-embed/public/assets/css/front_custom_style.css?ver=1644246522	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/gmap-embed/public/assets/css/front_custom_style0402.css	(from https://inposdom.gob.do/)
15:57:53	60305/60305	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2023:34:14%20GMT	https://inposdom.gob.do/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.5	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/revslider/public/assets/css/rs6072b.css	(from https://inposdom.gob.do/)
15:57:53	59016/59016	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2016:47:05%20GMT	https://inposdom.gob.do/wp-includes/css/dashicons.min.css?ver=6.4.2	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-includes/css/dashicons.min1e39.css	(from https://inposdom.gob.do/)
15:57:53	427/427	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20May%202023%2018:13:52%20GMT	https://inposdom.gob.do/wp-content/plugins/wpfront-scroll-top/css/wpfront-scroll-top.min.css?ver=2.0.7.08086	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wpfront-scroll-top/css/wpfront-scroll-top.min47ac.css	(from https://inposdom.gob.do/)
15:57:53	5745/5745	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20May%202023%2016:00:55%20GMT	https://inposdom.gob.do/wp-content/themes/hello-elementor/style.min.css?ver=2.7.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/themes/hello-elementor/style.min653d.css	(from https://inposdom.gob.do/)
15:57:54	49407/49407	---M-Z	200	added ('OK')	text/css	date:Fri,%2008%20Dec%202023%2017:33:03%20GMT	https://inposdom.gob.do/wp-content/uploads/essential-addons-elementor/eael-6425.css?ver=1702046039	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/essential-addons-elementor/eael-64259ce7.css	(from https://inposdom.gob.do/)
15:57:54	19443/19443	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:23:26%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://inposdom.gob.do/)
15:57:54	699/699	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Dec%202023%2003:30:05%20GMT	https://inposdom.gob.do/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://inposdom.gob.do/)
15:57:54	12876/12876	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:23:27%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://inposdom.gob.do/)
15:57:54	1166/1166	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:27:34%20GMT	https://inposdom.gob.do/wp-content/uploads/elementor/css/post-2048.css?ver=1688437654	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/elementor/css/post-20480bab.css	(from https://inposdom.gob.do/)
15:57:55	447842/447842	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:27:05%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.14.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor-pro/assets/css/frontend.mina1c3.css	(from https://inposdom.gob.do/)
15:57:55	206384/206384	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:28:16%20GMT	https://inposdom.gob.do/wp-content/uploads/elementor/css/global.css?ver=1688437696	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/elementor/css/global2abc.css	(from https://inposdom.gob.do/)
15:57:55	66454/66454	---M-Z	200	added ('OK')	text/css	date:Fri,%2008%20Dec%202023%2018:34:02%20GMT	https://inposdom.gob.do/wp-content/uploads/elementor/css/post-6425.css?ver=1702060442	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/elementor/css/post-6425a8bf.css	(from https://inposdom.gob.do/)
15:57:55	1022/1022	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/admin/assets/css/leanmodal.css?ver=6.4.2	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/admin/assets/css/leanmodal1e39.css	(from https://inposdom.gob.do/)
15:57:55	6695/6695	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/css/elementor.widgets.css?ver=5.4.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/css/elementor.widgetsc225.css	(from https://inposdom.gob.do/)
15:57:56	876/876	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/css/elementor.dark.css?ver=3.14.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/css/elementor.darka1c3.css	(from https://inposdom.gob.do/)
15:57:56	816/816	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/css/elementor.light.css?ver=3.14.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/css/elementor.lighta1c3.css	(from https://inposdom.gob.do/)
15:57:56	14139/14139	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Dec%202023%2013:14:27%20GMT	https://inposdom.gob.do/wp-content/uploads/elementor/css/post-5049.css?ver=1701868467	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/elementor/css/post-50496ea8.css	(from https://inposdom.gob.do/)
15:57:56	15536/15536	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Oct%202023%2019:21:26%20GMT	https://inposdom.gob.do/wp-content/uploads/elementor/css/post-5101.css?ver=1698088886	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/elementor/css/post-5101362e.css	(from https://inposdom.gob.do/)
15:57:57	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2274bab4578692993514e7f882cc15c218%22	https://use.fontawesome.com/releases/v5.15.3/css/all.css	C:/My%20Web%20Sites/Final%20ssa/use.fontawesome.com/releases/v5.15.3/css/all.css	(from https://inposdom.gob.do/)
15:57:57	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22c55205bce667f5d812354fd1353e7389%22	https://use.fontawesome.com/releases/v5.15.3/css/v4-shims.css	C:/My%20Web%20Sites/Final%20ssa/use.fontawesome.com/releases/v5.15.3/css/v4-shims.css	(from https://inposdom.gob.do/)
15:57:58	57912/57912	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:23:27%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://inposdom.gob.do/)
15:57:58	669/669	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:23:27%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://inposdom.gob.do/)
15:57:58	677/677	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:23:27%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://inposdom.gob.do/)
15:57:58	675/675	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jul%202023%2002:23:26%20GMT	https://inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://inposdom.gob.do/)
15:57:59	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2017:29:57%20GMT	https://inposdom.gob.do/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-includes/js/jquery/jquery.minf43b.js	(from https://inposdom.gob.do/)
15:57:59	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2017:29:57%20GMT	https://inposdom.gob.do/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://inposdom.gob.do/)
15:57:59	817/817	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/js/jquery.elementor.widgets.js?ver=5.4.1	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/js/jquery.elementor.widgetsc225.js	(from https://inposdom.gob.do/)
15:57:59	121722/121722	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2023:34:28%20GMT	https://inposdom.gob.do/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.3.5	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/revslider/public/assets/js/rbtools.min072b.js	(from https://inposdom.gob.do/)
15:58:00	335515/335515	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2023:34:28%20GMT	https://inposdom.gob.do/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.3.5	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/revslider/public/assets/js/rs6.min072b.js	(from https://inposdom.gob.do/)
15:58:00	1226/1226	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/admin/assets/js/jquery.leanModal.min.js?ver=6.4.2	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/admin/assets/js/jquery.leanModal.min1e39.js	(from https://inposdom.gob.do/)
15:58:00	6602/6602	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Jan%202022%2013:31:30%20GMT	https://inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/js/jquery.elementor.js?ver=6.4.2	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/wp-file-download/app/includes/elementor/assets/js/jquery.elementor1e39.js	(from https://inposdom.gob.do/)
15:58:00	196526/196526	---MCZ	200	added ('OK')	application/json	etag:%2236203-1702267227;gz%22	https://inposdom.gob.do/wp-json/wp/v2/pages/6425	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-json/wp/v2/pages/6425.json	(from https://inposdom.gob.do/)
15:58:01	222760/222760	---MCZ	200	added ('OK')	application/json	etag:%2236202-1702267225;gz%22	https://inposdom.gob.do/wp-json/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-json/index.html	(from https://inposdom.gob.do/)
15:58:02	804/804	---M-Z	200	added ('OK')	text/xml	date:Mon,%2011%20Dec%202023%2019:57:59%20GMT	https://inposdom.gob.do/xmlrpc.php?rsd	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/xmlrpc0db0.php	(from https://inposdom.gob.do/)
15:58:02	2037/2037	---MCZ	200	added ('OK')	application/json	etag:%2236204-1702267229;gz%22	https://inposdom.gob.do/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finposdom.gob.do%2F	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-json/oembed/1.0/embede232.json	(from https://inposdom.gob.do/)
15:58:02	2198/2198	---MCZ	200	added ('OK')	text/xml	etag:%2236205-1702267229;gz%22	https://inposdom.gob.do/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finposdom.gob.do%2F&format=xml	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-json/oembed/1.0/embed8c10	(from https://inposdom.gob.do/)
15:58:02	8567/8567	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2002%20May%202023%2017:25:14%20GMT	https://inposdom.gob.do/wp-content/plugins/hcaptcha-for-forms-and-more/assets/images/hcaptcha-div-logo.svg	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/hcaptcha-for-forms-and-more/assets/images/hcaptcha-div-logo.svg	(from https://inposdom.gob.do/)
15:58:02	13341/13341	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2016:09:44%20GMT	https://inposdom.gob.do/wp-content/uploads/2022/02/cropped-icono22-32x32.jpg	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2022/02/cropped-icono22-32x32.jpg	(from https://inposdom.gob.do/)
15:58:02	22073/22073	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2016:09:44%20GMT	https://inposdom.gob.do/wp-content/uploads/2022/02/cropped-icono22-192x192.jpg	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2022/02/cropped-icono22-192x192.jpg	(from https://inposdom.gob.do/)
15:58:03	20935/20935	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jan%202023%2016:09:44%20GMT	https://inposdom.gob.do/wp-content/uploads/2022/02/cropped-icono22-180x180.jpg	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2022/02/cropped-icono22-180x180.jpg	(from https://inposdom.gob.do/)
15:58:03	3115/3115	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Feb%202022%2016:10:22%20GMT	https://inposdom.gob.do/wp-content/uploads/2022/02/folder2.png	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2022/02/folder2.png	(from https://inposdom.gob.do/)
15:58:03	22428/22428	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2013:39:25%20GMT	https://inposdom.gob.do/wp-content/uploads/2022/02/inposdomviejo2.png	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2022/02/inposdomviejo2.png	(from https://inposdom.gob.do/)
15:58:03	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Dec%202023%2019:58:01%20GMT	https://inposdom.gob.do/transparencia	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/transparencia	(from https://inposdom.gob.do/)
15:58:04	6717/6717	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2000:02:14%20GMT	https://inposdom.gob.do/wp-content/uploads/2019/05/241.png	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2019/05/241.png	(from https://inposdom.gob.do/)
15:58:04	257451/257451	---M-Z	200	added ('OK')	text/html	etag:%2235755-1702070049;gz%22	https://inposdom.gob.do/prueba-inicio/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/prueba-inicio/index.html	(from https://inposdom.gob.do/)
15:58:04	130021/130021	---MCZ	200	added ('OK')	text/html	etag:%2235754-1702069994;gz%22	https://inposdom.gob.do/sobre-nosotros/quienes-somos/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/quienes-somos/index.html	(from https://inposdom.gob.do/)
15:58:04	90467/90467	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2019:58:03%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit2	C:/My%20Web%20Sites/Final%20ssa/translate.google.com/translate_a/element7876.js	(from https://inposdom.gob.do/)
15:58:04	6432/6432	---M--	200	added ('OK')	image/png	date:Wed,%2031%20May%202023%2017:57:37%20GMT	https://inposdom.gob.do/wp-content/uploads/2022/02/escudo-limpio.png	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/uploads/2022/02/escudo-limpio.png	(from https://inposdom.gob.do/)
15:58:07	179858/179858	---M-Z	200	added ('OK')	text/html	etag:%2235752-1702069587;gz%22	https://inposdom.gob.do/sobre-nosotros/instituciones-a-fines/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/instituciones-a-fines/index.html	(from https://inposdom.gob.do/)
15:58:10	131931/131931	---M-Z	200	added ('OK')	text/html	etag:%2235729-1702066718;gz%22	https://inposdom.gob.do/sobre-nosotros/junta-de-directores/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/junta-de-directores/index.html	(from https://inposdom.gob.do/)
15:58:12	156702/156702	---MCZ	200	added ('OK')	text/html	etag:%2235764-1702070741;gz%22	https://inposdom.gob.do/sobre-nosotros/directorio-de-funcionarios/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/directorio-de-funcionarios/index.html	(from https://inposdom.gob.do/)
15:58:12	130509/130509	---MCZ	200	added ('OK')	text/html	etag:%2235761-1702070592;gz%22	https://inposdom.gob.do/sobre-nosotros/historia/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/historia/index.html	(from https://inposdom.gob.do/)
15:58:15	143908/143908	---MCZ	200	added ('OK')	text/html	etag:%2235760-1702070453;gz%22	https://inposdom.gob.do/sobre-nosotros/organigrama/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/organigrama/index.html	(from https://inposdom.gob.do/)
15:58:15	128455/128455	---MCZ	200	added ('OK')	text/html	etag:%2235721-1702065461;gz%22	https://inposdom.gob.do/sobre-nosotros/despacho-del-director/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/despacho-del-director/index.html	(from https://inposdom.gob.do/)
15:58:20	215449/215449	---MCZ	200	added ('OK')	text/html	etag:%2235798-1702071886;gz%22	https://inposdom.gob.do/sobre-nosotros/marco-legal/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/sobre-nosotros/marco-legal/index.html	(from https://inposdom.gob.do/)
15:58:23	198018/198018	---MCZ	200	added ('OK')	text/html	etag:%2235695-1702061436;gz%22	https://inposdom.gob.do/servicios/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/servicios/index.html	(from https://inposdom.gob.do/)
15:58:23	55751/55751	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2017:04:14%20GMT	https://inposdom.gob.do/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	(from https://inposdom.gob.do/)
15:58:25	154388/154388	---MCZ	200	added ('OK')	text/html	etag:%2236772-1702308513;gz%22	https://inposdom.gob.do/transparencia/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/transparencia/index.html	(from https://inposdom.gob.do/)
15:58:25	26625/26625	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2017:04:14%20GMT	https://inposdom.gob.do/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	(from https://inposdom.gob.do/)
15:58:27	153876/153876	---MCZ	200	added ('OK')	text/html	etag:%2235696-1702061439;gz%22	https://inposdom.gob.do/contactos/	C:/My%20Web%20Sites/Final%20ssa/inposdom.gob.do/contactos/index.html	(from https://inposdom.gob.do/)
